slug,name,country,region,piste_km,apres_score,crowd_score,infra_score,hut_score,park_score,beginner_score,advanced_score,lat,lon,image_url,openskimap_url,skimap_url,piste_map_url,official_url,skipass_url,piste_km_total,piste_km_easy,piste_km_intermediate,piste_km_advanced,runs_count_total,lifts_count_total,elevation_min_m,elevation_max_m,vertical_m,wikipedia_url,notes,source,last_checked
bodele,Bödele,Österreich,Vorarlberg,21.2,0.5,0.5,0.5,0.5,0.5,0.5,0.5,47.4109486342857,9.81967783714286,,https://openskimap.org/?obj=ad2faceffa44fe6c1a3149d02c89759a7145af52,https://skimap.org/skiareas/view/2697,https://skimap.org/skiareas/view/2697,https://www.boedele.info/,,21.2,10.6,9.8,0.8,53,12,813.6,1438.6,740.4,,,openskistats.org + api.openskimap.org + wikidata.org,2026-01-28
bottingen,Böttingen,Deutschland,Baden-Württemberg,1.1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,48.09750240000002,8.809133665625003,,https://openskimap.org/?obj=e2e35941c6ca862754a7f738232b2b6d9e4a0d70,https://skimap.org/skiareas/view/14330,https://skimap.org/skiareas/view/14330,https://www.skilift-boettingen.de/,,1.1,0.4,0.3,0.3,3,1,900,963.7,64.2,,,openskistats.org + api.openskimap.org + wikidata.org,2026-01-28
bundalift-davos,Bündalift – Davos,Schweiz,Graubunden,1.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,46.8066519923077,9.84783266153846,,https://openskimap.org/?obj=7751f7082c55243eebfbd5f45ce085133d1421a1,,,https://www.ssd.ch/infos/skigebiet-davos-klosters/,,1.6,1.3,0.3,,5,1,1556,1695.9,140.1,,,openskistats.org + api.openskimap.org + wikidata.org,2026-01-28
burchen-torbel,Bürchen - Törbel,Schweiz,Valais,18.2,0.5,0.5,0.5,0.5,0.5,0.5,0.5,46.25432947135924,7.824148924514561,,https://openskimap.org/?obj=e876d1a921e6e04fed57331a03f9f5298a20e069,,,,,18.2,7.2,6.5,4.5,36,8,1508,2508.3,1000.3,,,openskistats.org + api.openskimap.org + wikidata.org,2026-01-28
caldirola,Caldirola,Italien,Alessandria,4.3,0.5,0.5,0.5,0.5,0.5,0.5,0.5,44.71740394898992,9.145358406565654,,https://openskimap.org/?obj=70a53f98c72e7076084008d5099fad2743b711ef,https://skimap.org/skiareas/view/5115,https://skimap.org/skiareas/view/5115,,,4.3,3.5,0.8,,5,1,1090.5,1437.5,351.2,,,openskistats.org + api.openskimap.org + wikidata.org,2026-01-28
campiglio-dolomiti-di-brenta,Campiglio Dolomiti di Brenta,Italien,Trento,58.3,0.5,0.5,0.5,0.5,0.5,0.5,0.5,46.23657645714286,10.836468948571435,,https://openskimap.org/?obj=7f3dde2cf70f25d4f6dab9271332f2942bbf5543,https://skimap.org/skiareas/view/2073,https://skimap.org/skiareas/view/2073,https://www.funiviecampiglio.it/,,58.3,28.3,22,7.3,91,23,1507.5,2506.7,1002.9,,,openskistats.org + api.openskimap.org + wikidata.org,2026-01-28
campo-blenio,Campo (Blenio),Schweiz,Ticino,2.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,46.56053173150685,8.932112324657536,,https://openskimap.org/?obj=7e2ace7b0273273421506891b4fd4b93ea07873a,https://skimap.org/skiareas/view/13875,https://skimap.org/skiareas/view/13875,https://campoblenio.ch/,,2.6,1.6,1,,4,4,1204.6,1578.2,373.6,,,openskistats.org + api.openskimap.org + wikidata.org,2026-01-28
careggine,Careggine,Italien,Lucca,1.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,44.0948189173913,10.314711789130437,,https://openskimap.org/?obj=9a0a6d70d6bf06e467be4c6ca741e7c36e18efa9,https://skimap.org/skiareas/view/5119,https://skimap.org/skiareas/view/5119,https://www.genzianella.net/wp/portfolio-items/sci-snowboard/,,1.6,1.6,,,4,2,1102,1208.3,107.4,,,openskistats.org + api.openskimap.org + wikidata.org,2026-01-28
carezza,Carezza,Italien,Bolzano/Bozen,27.3,0.5,0.5,0.5,0.5,0.5,0.5,0.5,46.42587181084338,11.585812420481929,,https://openskimap.org/?obj=7ed532f09ad353d121841f56c60990bde6d70741,https://skimap.org/skiareas/view/4239,https://skimap.org/skiareas/view/4239,https://carezza.it/,,27.3,16.9,8,2.5,62,15,1182.6,2321.6,1142,,,openskistats.org + api.openskimap.org + wikidata.org,2026-01-28
cari,Cari,Schweiz,Ticino,11.1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,46.50122450750248,8.821507019527246,,https://openskimap.org/?obj=e118091f23fd306fba3b2188da3ac7c14874efe5,https://skimap.org/skiareas/view/3705,https://skimap.org/skiareas/view/3705,http://www.cari.ch/,,11.1,6.1,2.4,2.7,24,4,1651.2,2279.6,658.8,,,openskistats.org + api.openskimap.org + wikidata.org,2026-01-28
casone-di-profecchia,Casone di Profecchia,Italien,Lucca,1.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,44.21051465104515,10.445955657959075,,https://openskimap.org/?obj=0c14599b9ddbea1ea94b5dd00d5f3400a262d972,https://skimap.org/skiareas/view/5118,https://skimap.org/skiareas/view/5118,,,1.6,1.2,0.4,,4,3,1324.9,1410,104.8,,,openskistats.org + api.openskimap.org + wikidata.org,2026-01-28
cerkno,Cerkno,Slowenien,Gorizia,9.7,0.5,0.5,0.5,0.5,0.5,0.5,0.5,46.16642990032363,14.057428706472484,,https://openskimap.org/?obj=ff2da4e8c1dbf2fab47a88e780a431d7f6965108,https://skimap.org/skiareas/view/1963,https://skimap.org/skiareas/view/1963,https://www.cerkno-resort.si/,,9.7,5,3.7,1,21,7,945.7,1289.8,345.1,,,openskistats.org + api.openskimap.org + wikidata.org,2026-01-28
chabanon,Chabanon,Frankreich,Alpes-de-Haute-Provence,26.3,0.5,0.5,0.5,0.5,0.5,0.5,0.5,44.34190659338521,6.291452197146564,,https://openskimap.org/?obj=22c54e1e92de27ad2b47090f9b33564d0cbe8edc,https://skimap.org/skiareas/view/662,https://skimap.org/skiareas/view/662,https://www.seynelesalpes.fr/,,26.3,15.9,8.9,1.5,43,12,1534,2027.7,502,,,openskistats.org + api.openskimap.org + wikidata.org,2026-01-28
chaillol-chalhol,"Chaillol, Chalhòl",Frankreich,Hautes-Alpes,11,0.5,0.5,0.5,0.5,0.5,0.5,0.5,44.68968609696971,6.161727007575755,,https://openskimap.org/?obj=5fa47ccbd1d702e3a8c21ef47b92d9fa38d46e0e,https://skimap.org/skiareas/view/675,https://skimap.org/skiareas/view/675,https://www.champsaur-valgaudemar.com/decouvrir/les-stations/chaillol/,,11,6.5,4.5,,23,9,1456.5,1929.1,475.3,,,openskistats.org + api.openskimap.org + wikidata.org,2026-01-28
chalet-reynard-mont-ventoux,Chalet Reynard (Mont Ventoux),Frankreich,Vaucluse,5.4,0.5,0.5,0.5,0.5,0.5,0.5,0.5,44.152497872076594,5.31909942626953,,https://openskimap.org/?obj=46ffaa43c3f59e429d47e31c701333782305c3f0,https://skimap.org/skiareas/view/841,https://skimap.org/skiareas/view/841,,,5.4,4.5,0.9,,9,2,1434.1,1623.9,193.4,,,openskistats.org + api.openskimap.org + wikidata.org,2026-01-28
chalet-a-gobet,Chalet a Gobet,Schweiz,Vaud,0.7,0.5,0.5,0.5,0.5,0.5,0.5,0.5,46.56597108750002,6.691368574999999,,https://openskimap.org/?obj=ba5b236f9ae3d5b1140348e1daf9d4c6b2f58ed4,https://skimap.org/skiareas/view/16181,https://skimap.org/skiareas/view/16181,https://www.stations-de-ski.ch/en/stations-de-ski-vaudoises/ski-bob-luge-chalet-a-gobet/#apropos,,0.7,0.3,0.2,0.3,5,0,846.3,862.6,16.3,,,openskistats.org + api.openskimap.org + wikidata.org,2026-01-28
chamois,Chamois,Italien,Valle D'Aosta,10,0.5,0.5,0.5,0.5,0.5,0.5,0.5,45.844743733962275,7.627588822641509,,https://openskimap.org/?obj=7c7b2d1bb3932350901d2806b3fd32bc119707d7,https://skimap.org/skiareas/view/2479,https://skimap.org/skiareas/view/2479,https://www.skilife.ski/en/chamois/,,10,1.9,8.1,,16,7,1815.4,2494.7,680.6,,,openskistats.org + api.openskimap.org + wikidata.org,2026-01-28
champex-lac,Champex-Lac,Schweiz,Valais,11.3,0.5,0.5,0.5,0.5,0.5,0.5,0.5,46.02623679583335,7.103960016666665,,https://openskimap.org/?obj=7e5b5268dc5d7b5505fc25b0d1556916904c0636,https://skimap.org/skiareas/view/2387,https://skimap.org/skiareas/view/2387,http://www.telechampex.ch/,,11.3,7.8,2.5,1,20,4,1467.7,2194,726.4,,,openskistats.org + api.openskimap.org + wikidata.org,2026-01-28
champorcher,Champorcher,Italien,Valle D'Aosta,14.7,0.5,0.5,0.5,0.5,0.5,0.5,0.5,45.61350404761905,7.5812712047619035,,https://openskimap.org/?obj=b45b5e60381d646cbcd771ac7eb66fc64dff6adb,https://skimap.org/skiareas/view/4196,https://skimap.org/skiareas/view/4196,http://www.monterosa-ski.com/,,14.7,0.9,9.9,3.9,34,7,1443.5,2486.1,1049.8,,,openskistats.org + api.openskimap.org + wikidata.org,2026-01-28
champery-les-crosets-champoussin-morgins,Champéry – Les Crosets – Champoussin – Morgins,Schweiz,Valais,85.3,0.5,0.5,0.5,0.5,0.5,0.5,0.5,46.207234156428584,6.831545555714286,,https://openskimap.org/?obj=5aab8555b0a533bbab416e958475b98050eda5bb,https://skimap.org/skiareas/view/988,https://skimap.org/skiareas/view/988,https://www.regiondentsdumidi.ch,,85.3,53,24.9,7.4,140,32,1059.6,2248.7,1189.8,,,openskistats.org + api.openskimap.org + wikidata.org,2026-01-28
chamrousse,Chamrousse,Frankreich,Isère,51.4,0.5,0.5,0.5,0.5,0.5,0.5,0.5,45.111923559375036,5.890897348125,,https://openskimap.org/?obj=705c23e66271d234c4f99f8ea662dfbed74e18c7,https://skimap.org/skiareas/view/717,https://skimap.org/skiareas/view/717,https://www.chamrousse.com/,,51.4,27.7,18,5.7,113,19,1411.1,2245.5,836.2,,,openskistats.org + api.openskimap.org + wikidata.org,2026-01-28
charmey,Charmey,Schweiz,Fribourg,12.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,46.62772355513247,7.205651484522483,,https://openskimap.org/?obj=a10f881088e5a0f7f638228f6be67fcfa2eec94a,https://skimap.org/skiareas/view/4185,https://skimap.org/skiareas/view/4185,https://www.charmey.ch/,,12.5,6.5,3.7,2.3,8,4,870.9,1617.6,750.7,,,openskistats.org + api.openskimap.org + wikidata.org,2026-01-28
cheggio,Cheggio,Italien,Verbano-Cusio-Ossola,1.1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,46.08611271851852,8.119502662962963,,https://openskimap.org/?obj=86ad57f23946d1f656838746e91c17db0b23837b,https://skimap.org/skiareas/view/15200,https://skimap.org/skiareas/view/15200,,,1.1,1.1,,,3,2,1462,1542.5,80.5,,,openskistats.org + api.openskimap.org + wikidata.org,2026-01-28
christlum,Christlum,Österreich,Tyrol,15.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,47.50624604,11.67475134,,https://openskimap.org/?obj=025fadf2cd66440f9ae67b4dde2e4f948552e22e,https://skimap.org/skiareas/view/3764,https://skimap.org/skiareas/view/3764,https://www.christlum.at/,,15.5,3.7,8.4,2.9,33,9,942.1,1745.6,804.2,,,openskistats.org + api.openskimap.org + wikidata.org,2026-01-28
chaserrug-alt-st-johann,Chäserrug-Alt St. Johann,Schweiz,Saint Gallen,33.2,0.5,0.5,0.5,0.5,0.5,0.5,0.5,47.17584530625001,9.305144875,,https://openskimap.org/?obj=2b04168ef9b209ad4cd6b13f80f42eb7e9a652d5,https://skimap.org/skiareas/view/14640,https://skimap.org/skiareas/view/14640,https://www.chaeserrugg.ch/,,33.2,7.2,24.5,1.5,44,16,891.1,2259.2,1368.1,,,openskistats.org + api.openskimap.org + wikidata.org,2026-01-28
cima-piazzi-san-colombano,Cima Piazzi – San Colombano,Italien,Sondrio,23,0.5,0.5,0.5,0.5,0.5,0.5,0.5,46.472444635294124,10.31350501176471,,https://openskimap.org/?obj=5829fc0a80a07adddb2bbb4d77c8be6a6d99254c,https://skimap.org/skiareas/view/19057,https://skimap.org/skiareas/view/19057,https://www.cimapiazzi.eu/,,23,6.2,16.5,0.3,28,10,1337.8,2373.7,1036.1,,,openskistats.org + api.openskimap.org + wikidata.org,2026-01-28
cioss-prato,Cioss Prato,Schweiz,Ticino,1.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,46.491446657142866,8.484314871428573,,https://openskimap.org/?obj=619da59ae0c13ba9afa962b68a22bcdebab00266,https://skimap.org/skiareas/view/17996,https://skimap.org/skiareas/view/17996,https://ciossprato.jimdofree.com/,,1.6,1.6,,,6,2,1541.6,1598,56.4,,,openskistats.org + api.openskimap.org + wikidata.org,2026-01-28
claviere,Claviere,Frankreich,Hautes-Alpes,40.2,0.5,0.5,0.5,0.5,0.5,0.5,0.5,44.93215071333334,6.771291922222223,,https://openskimap.org/?obj=2f571f297e2a25edd4929ab0f42342278adf777c,https://skimap.org/skiareas/view/2096,https://skimap.org/skiareas/view/2096,https://www.vialattea.it,,40.2,19.5,19.1,1.6,78,10,1528.3,2405.4,1016,,,openskistats.org + api.openskimap.org + wikidata.org,2026-01-28
cogne,Cogne,Italien,Valle D'Aosta,6.3,0.5,0.5,0.5,0.5,0.5,0.5,0.5,45.59718812958059,7.3646643441501105,,https://openskimap.org/?obj=55f7917f03593a03fdc6323c641e09b7e5f57ad0,https://skimap.org/skiareas/view/4202,https://skimap.org/skiareas/view/4202,https://www.visitcogne.it,,6.3,1,4.8,0.5,7,4,1586.4,2275.9,689.5,,,openskistats.org + api.openskimap.org + wikidata.org,2026-01-28
col-de-marcieu,Col de Marcieu,Frankreich,Isère,2.9,0.5,0.5,0.5,0.5,0.5,0.5,0.5,45.352402677777775,5.910239840277779,,https://openskimap.org/?obj=e9aa7f43df26ae35e5f7c4f86a9e885ac2141be0,,,https://www.col-marcieu.com,,2.9,2,1,,9,3,1021.1,1270.1,251.9,,,openskistats.org + api.openskimap.org + wikidata.org,2026-01-28
col-de-plainpalais,Col de Plainpalais,Frankreich,Savoie,3.1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,45.64178417956072,6.022725035706682,,https://openskimap.org/?obj=f89ceb8321ada7bbcd732a812336bf5dfcf34cb5,,,,,3.1,1.9,1.3,,3,1,1171.2,1448.8,278.7,,,openskistats.org + api.openskimap.org + wikidata.org,2026-01-28
col-de-porte,Col de Porte,Frankreich,Isère,0.9,0.5,0.5,0.5,0.5,0.5,0.5,0.5,45.292474228759914,5.7684971891820584,,https://openskimap.org/?obj=840b9d3dbdc95f1e40d5e8a6d2fe7d73cefcb5aa,https://skimap.org/skiareas/view/721,https://skimap.org/skiareas/view/721,https://www.coldeporte.fr/,,0.9,0.9,,,3,0,1225.9,1351.6,100.6,,,openskistats.org + api.openskimap.org + wikidata.org,2026-01-28
col-de-porte-2,Col de Porte,Frankreich,Isère,0.9,0.5,0.5,0.5,0.5,0.5,0.5,0.5,45.28850844666667,5.76732538,,https://openskimap.org/?obj=666ffbdbbba82f33b5b377848d213528078e45ee,https://skimap.org/skiareas/view/721,https://skimap.org/skiareas/view/721,https://www.coldeporte.fr,,0.9,0.9,,,3,5,1225.9,1326.5,100.6,,,openskistats.org + api.openskimap.org + wikidata.org,2026-01-28
col-de-turini-camp-d-argent,Col de Turini/​Camp d'Argent,Frankreich,Alpes-Maritimes,1.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,43.98958602266665,7.403996282666665,,https://openskimap.org/?obj=cf6423ae2c9659dd332399a2ca796cff5ede5146,https://skimap.org/skiareas/view/702,https://skimap.org/skiareas/view/702,,,1.6,1,0.5,,5,4,1739.5,1920.7,182.4,,,openskistats.org + api.openskimap.org + wikidata.org,2026-01-28
col-de-l-arzelier,Col de l'Arzelier,Frankreich,Isère,3.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,44.99078440769232,5.587570426923079,,https://openskimap.org/?obj=a6471e912c17be98423d028110f4aa1ac55c1091,https://skimap.org/skiareas/view/719,https://skimap.org/skiareas/view/719,https://col-de-larzelier.fr/,,3.5,1.4,2.1,,6,0,1155.5,1491.1,335.6,,,openskistats.org + api.openskimap.org + wikidata.org,2026-01-28
colere,Colere,Italien,Bergamo,12.4,0.5,0.5,0.5,0.5,0.5,0.5,0.5,45.9766240888889,10.048940366666667,,https://openskimap.org/?obj=b609d30e33e087438252429e93c7fe9e407454d4,https://skimap.org/skiareas/view/4425,https://skimap.org/skiareas/view/4425,https://www.colereski.it,,12.4,0.1,7.7,4.6,18,5,1053.5,2169.7,1121.9,,,openskistats.org + api.openskimap.org + wikidata.org,2026-01-28
colle-di-joux,Colle di Joux,Italien,Valle D'Aosta,3.9,0.5,0.5,0.5,0.5,0.5,0.5,0.5,45.74602617651516,7.7044057477272725,,https://openskimap.org/?obj=9636ab95c9f53ed6fe5f99e1e25a495ac811eb69,https://skimap.org/skiareas/view/4200,https://skimap.org/skiareas/view/4200,,,3.9,1.9,1.3,0.7,5,2,1606.2,1957.3,356,,,openskistats.org + api.openskimap.org + wikidata.org,2026-01-28
comprensorio-de-le-polle,Comprensorio de Le Polle,Italien,Modena,2.8,0.5,0.5,0.5,0.5,0.5,0.5,0.5,44.210354827038636,10.695159100858369,,https://openskimap.org/?obj=f6217fd7e238d9953cdbae07de9d7d0f3c6e55aa,,,,,2.8,0.1,2.3,0.3,4,2,1305.3,1442.9,414.9,,,openskistats.org + api.openskimap.org + wikidata.org,2026-01-28
comprensorio-di-passo-del-lupo,Comprensorio di Passo del Lupo,Italien,Modena,29.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,44.21106579089532,10.715023869195738,,https://openskimap.org/?obj=0676537b2321c8a246c519dc56bcc6e15f4d1474,,,,,29.5,4,20.8,2.9,38,19,1306.2,1869.3,564,,,openskistats.org + api.openskimap.org + wikidata.org,2026-01-28
confin-san-bernardino,Confin / San Bernardino,Schweiz,Graubunden,17.3,0.5,0.5,0.5,0.5,0.5,0.5,0.5,46.457660722222215,9.16337807037037,,https://openskimap.org/?obj=65055c88e8336e55353e287ee01f3b8ce5849a95,https://skimap.org/skiareas/view/15606,https://skimap.org/skiareas/view/15606,https://sanbernardino-swissalps.com/sportarena,,17.3,7.1,8.5,1.7,17,6,1642.7,2514.7,872,,,openskistats.org + api.openskimap.org + wikidata.org,2026-01-28
corno-alle-scale,Corno alle Scale,Italien,Bologna,11.9,0.5,0.5,0.5,0.5,0.5,0.5,0.5,44.12607892439756,10.81536601566265,,https://openskimap.org/?obj=6666280c89136e34df36f513e9eb629d65df4021,https://skimap.org/skiareas/view/4455,https://skimap.org/skiareas/view/4455,https://www.cornoallescale.org/,,11.9,4.4,5.6,1.9,19,6,1419.6,1941.8,526.2,,,openskistats.org + api.openskimap.org + wikidata.org,2026-01-28
cortina-tofane,Cortina Tofane,Italien,Belluno,38.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,46.54192947837837,12.102789954054051,,https://openskimap.org/?obj=9838fb2aa78f10391ff5a3bf3e85105c0f8b73e6,,,https://www.impianticortina.it/,,38.6,25.4,8.9,4.3,58,12,1211.6,2735.7,1535,,,openskistats.org + api.openskimap.org + wikidata.org,2026-01-28
corvatsch-furtschellas,Corvatsch-Furtschellas,Schweiz,Graubunden,39.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,46.43267991968439,9.814588782506117,,https://openskimap.org/?obj=13756027a3c85c2f3e1b8742865baa4f2469a277,https://skimap.org/skiareas/view/17103,https://skimap.org/skiareas/view/17103,https://www.corvatsch-diavolezza.ch/,,39.6,5.6,28.5,5.4,69,15,1799.3,3296.1,1522.8,,,openskistats.org + api.openskimap.org + wikidata.org,2026-01-28
corviglia,Corviglia,Schweiz,Graubunden,66.2,0.5,0.5,0.5,0.5,0.5,0.5,0.5,46.50759262039442,9.818508147504602,,https://openskimap.org/?obj=f9beaf4e37ef88b422b9ee4aa2ae9224f10afd02,https://skimap.org/skiareas/view/1011,https://skimap.org/skiareas/view/1011,https://www.mountains.ch/,,66.2,23,31.2,10.3,101,44,1733.4,3020.7,1298.8,,,openskistats.org + api.openskimap.org + wikidata.org,2026-01-28
courmayeur,Courmayeur,Italien,Valle D'Aosta,42.1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,45.801442616883115,6.939206119480519,,https://openskimap.org/?obj=349f901b7ae1ab9e324e59654d401933e7ff48ba,https://skimap.org/skiareas/view/2066,https://skimap.org/skiareas/view/2066,https://www.courmayeur-montblanc.com/,,42.1,16,21.4,4.5,103,24,1194.8,2748.5,1553.7,,,openskistats.org + api.openskimap.org + wikidata.org,2026-01-28
crans-montana,Crans-Montana,Schweiz,Valais,72.3,0.5,0.5,0.5,0.5,0.5,0.5,0.5,46.33173789537582,7.494424207208427,,https://openskimap.org/?obj=7764d597cda909bb1bc7fd66a07bbfa6bb8ab695,https://skimap.org/skiareas/view/991,https://skimap.org/skiareas/view/991,https://www.crans-montana.ch/,,72.3,14.5,43.8,14,107,24,1427.2,2872.3,1374.8,,,openskistats.org + api.openskimap.org + wikidata.org,2026-01-28
crissolo-monviso-ski,Crissolo - Monviso Ski,Italien,Cuneo,11.8,0.5,0.5,0.5,0.5,0.5,0.5,0.5,44.69244381929826,7.130398840350876,,https://openskimap.org/?obj=fc720f91e1fe28b9062444c56bcf37348f4dc799,https://skimap.org/skiareas/view/4486,https://skimap.org/skiareas/view/4486,,,11.8,4.7,4.9,2.2,9,4,1530.1,2306.9,782,,,openskistats.org + api.openskimap.org + wikidata.org,2026-01-28
cristallo-faloria,Cristallo - Faloria,Italien,Belluno,18.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,46.55489041212122,12.175399918181819,,https://openskimap.org/?obj=aab0c144b67f3348d6b4f936f56a49e58b77fa82,,,https://faloriacristallo.it/,,18.5,5.5,8.3,4.7,28,7,1686.3,2352.3,666,,,openskistats.org + api.openskimap.org + wikidata.org,2026-01-28
crevacol,Crévacol,Italien,Valle D'Aosta,21.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,45.82822643809524,7.149431880952377,,https://openskimap.org/?obj=3be9f18be370e3f03e39bbe190a2902d5b33051c,https://skimap.org/skiareas/view/12959,https://skimap.org/skiareas/view/12959,https://www.crevacol.it,,21.6,8.4,9.9,3.3,28,3,1646.4,2446.1,801.3,,,openskistats.org + api.openskimap.org + wikidata.org,2026-01-28
crevoux,Crévoux,Frankreich,Hautes-Alpes,20.1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,44.53873155395111,6.623483949446462,,https://openskimap.org/?obj=494122163c8aa3f93f43ccee9fd0ee83a3a03d62,https://skimap.org/skiareas/view/677,https://skimap.org/skiareas/view/677,https://www.crevoux.fr/,,20.1,9.7,5.2,5.3,29,5,1615.4,2537.2,921.9,,,openskistats.org + api.openskimap.org + wikidata.org,2026-01-28
cret-du-puy,Crêt-du-Puy,Schweiz,Neuchatel,6.1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,47.091112605851045,6.993601080319152,,https://openskimap.org/?obj=2220c1fa41c7444045df8f2d333fca7aca8a3cf7,https://skimap.org/skiareas/view/5413,https://skimap.org/skiareas/view/5413,https://www.cretdupuy.com/,,6.1,4.1,0.8,1.2,8,2,869.9,1255.6,386.4,,,openskistats.org + api.openskimap.org + wikidata.org,2026-01-28
damuls,Damüls,Österreich,Vorarlberg,64.9,0.5,0.5,0.5,0.5,0.5,0.5,0.5,47.29457982048338,9.880193560921455,,https://openskimap.org/?obj=4f8cc7c822ff08fe15a457cfd10dacbe603a16cf,https://skimap.org/skiareas/view/2700,https://skimap.org/skiareas/view/2700,https://www.damuels-mellau.at/,,64.9,24.9,27.5,12.5,156,16,1376.1,2021.1,659.5,,,openskistats.org + api.openskimap.org + wikidata.org,2026-01-28
degersheim,Degersheim,Schweiz,Appenzell Ausserrhoden,5.3,0.5,0.5,0.5,0.5,0.5,0.5,0.5,47.36272421385279,9.198266849350647,,https://openskimap.org/?obj=d5eb86638cb6f906a2958190e3eb29ca215d8695,https://skimap.org/skiareas/view/17947,https://skimap.org/skiareas/view/17947,https://www.skilift-degersheim.ch,,5.3,3.2,2.2,,10,3,808.3,1050.9,242.6,,,openskistats.org + api.openskimap.org + wikidata.org,2026-01-28
dent-de-vaulion-le-morez,Dent de Vaulion – Le Morez,Schweiz,Vaud,7.1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,46.68139387692308,6.356367130769229,,https://openskimap.org/?obj=d019559a31cd7a008021c01b524203dfae12e428,,,,,7.1,4.8,1.8,0.5,11,4,1154.1,1465.4,314.9,,,openskistats.org + api.openskimap.org + wikidata.org,2026-01-28
diavolezza-lagalb,Diavolezza-Lagalb,Schweiz,Graubunden,19.4,0.5,0.5,0.5,0.5,0.5,0.5,0.5,46.427596850186184,9.976315278440964,,https://openskimap.org/?obj=b46b8286189d83f14e1d35e75381a2f4ac231f9b,https://skimap.org/skiareas/view/17105,https://skimap.org/skiareas/view/17105,https://www.corvatsch-diavolezza.ch/berge/diavolezza,,19.4,,15.1,4.3,20,7,2083.7,3003.3,919.6,,,openskistats.org + api.openskimap.org + wikidata.org,2026-01-28
disentis-muster,Disentis/Mustér,Schweiz,Graubunden,34.7,0.5,0.5,0.5,0.5,0.5,0.5,0.5,46.70333013454112,8.80647169774555,,https://openskimap.org/?obj=d49fb763370f4ddb93f355430d537911de694958,,,,,34.7,18,8.2,8.5,63,13,1222.6,2769.6,1552.9,,,openskistats.org + api.openskimap.org + wikidata.org,2026-01-28
doganaccia,Doganaccia,Italien,Pistoia,6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,44.118868039766795,10.772026443481533,,https://openskimap.org/?obj=5d602be9c7766d257d7df2796b2e53ddd9141e7d,https://skimap.org/skiareas/view/4933,https://skimap.org/skiareas/view/4933,https://www.doganaccia2000.it/,,6,3.6,0.6,1.8,11,4,1431.3,1668.1,236.8,,,openskistats.org + api.openskimap.org + wikidata.org,2026-01-28
domaine-alpin-du-col-d-ornon,Domaine Alpin du Col d'Ornon,Frankreich,Isère,7.1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,45.02159061178231,5.977441650976097,,https://openskimap.org/?obj=cfbdf0c0870e8baf8c048438de3175df84e88082,https://skimap.org/skiareas/view/720,https://skimap.org/skiareas/view/720,https://www.col-dornon.com/fr/index.php,,7.1,3.9,2.2,0.9,21,4,1332.3,1866.7,534.9,,,openskistats.org + api.openskimap.org + wikidata.org,2026-01-28
domaine-autrans-meaudre,Domaine Autrans - Méaudre,Frankreich,Isère,20.7,0.5,0.5,0.5,0.5,0.5,0.5,0.5,45.14919945414014,5.528825522292995,,https://openskimap.org/?obj=c4fe645047e06c17f033f3092f88a83b9f7012e2,https://skimap.org/skiareas/view/734,https://skimap.org/skiareas/view/734,https://autrans-meaudre.com/,,20.7,10.8,7.2,2.7,42,14,1002.7,1604.7,604.5,,,openskistats.org + api.openskimap.org + wikidata.org,2026-01-28
domaine-skiable-chamrousse,Domaine Skiable Chamrousse,Frankreich,Isère,50.1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,45.117010645901644,5.886566563934425,,https://openskimap.org/?obj=9fe896a648d66b5c9d92d7d85fb2aff59ca5e5d7,https://skimap.org/skiareas/view/717,https://skimap.org/skiareas/view/717,https://www.chamrousse.com/,,50.1,27.7,16.7,5.7,112,18,1411.1,2245.5,836.2,,,openskistats.org + api.openskimap.org + wikidata.org,2026-01-28
